Education_Level,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Avg_Trans_Value,Activity_Rate,Revolving_to_Limit,Limit_per_Trans,Change_Score
0.5968223204516798,-0.24750290141511702,0.12219572615932542,0.6464946540486781,-0.41123562546627523,-0.6654339677701345,1.303941997578439,-0.3355965468943922,-0.7750928671649711,-0.9616439525352438,-1.0935725090761814,2.148866984194877,-0.7870043693533246,-0.6464946540486796,2.147843010741623,-0.47124256108782436,-0.7085041484963354
-0.8894542298031801,2.745065761814529,0.765410526430082,-0.3424126708093922,0.48963506190589784,1.848570643475984,-1.4332456090097185,0.40748907006498586,-0.6199603760696967,-1.1310825339887534,-0.5372438652908121,-1.000072337831878,-0.09358470100556146,0.34241267080939136,-1.0000763702761737,2.5121313314567617,-0.18743819704623282
-0.8894542298031801,-0.24750290141511702,1.4086253267008386,0.6464946540486781,-1.3121063128384483,0.34211654585356316,-0.31013948343655073,0.6035177911033497,-0.03269411471282269,1.0292593795434937,0.5795343751968555,-0.7171031360829301,-0.5489749290069724,-0.6464946540486796,-0.7156288842754129,-0.12579902227715803,0.5534574425214419
0.5968223204516798,-0.24750290141511702,-0.5210190741114311,-1.3313199956674624,0.48963506190589784,-0.604095178259417,0.5220637440373376,0.49866521938515507,-0.8054128796560779,-1.0040035978986213,-1.427369695347403,0.8501109043727823,-0.843680451753631,1.331319995667461,0.8498592396238437,-0.3971252046628356,-0.6763053001382439
0.5968223204516798,-0.24750290141511702,0.12219572615932542,-0.3424126708093922,0.48963506190589784,2.871621934232354,0.02126888148667911,-0.15780305572006276,-0.15132484319744435,0.3091454083660779,0.0026009668268426817,-0.8767267883515675,-0.33072626762820834,0.34241267080939136,-0.8755246438405927,1.5945016960293346,-0.12444841892578512
-1.63259250493061,-0.24750290141511702,-0.5210190741114311,-0.3424126708093922,1.3905057492780708,0.3051361204084736,-1.4332456090097185,-0.3128025095643504,-0.7591969382861384,-1.088722888625376,-1.5180306595198338,-1.000072337831878,-0.6124281984771633,0.34241267080939136,-1.0000763702761737,0.6622842726526257,-0.8999283152810121
0.5968223204516798,-0.24750290141511702,-1.1642338743821876,0.6464946540486781,-1.3121063128384483,-0.529912887695914,0.46191926299571434,-0.18059709305010507,1.0255626319427973,0.648022571273097,-0.7226867465526017,0.4764464456530174,1.3620971234469028,-0.6464946540486796,0.47631613256984673,-0.5392388817899453,-0.48625850539199866
-0.14631595467575012,-0.24750290141511702,0.12219572615932542,0.6464946540486781,0.48963506190589784,-0.6914531293856916,0.8313782179656853,-1.0148588593296524,-0.8907799051164756,-1.3428807608056403,-1.8312230812064119,1.8658977824459295,-0.8064775666477546,-0.6464946540486796,1.8664856817500282,-0.4239846557780394,-1.1608014685760388
0.5968223204516798,-0.24750290141511702,0.12219572615932542,0.6464946540486781,-0.41123562546627523,-0.5249304950461265,-0.035193284389130414,-0.5817721500588491,3.0623021118065616,2.511846967261702,0.23749528309177664,0.07738731498142404,2.154796199541877,-0.6464946540486796,0.07628344055095494,-0.6205714371745542,-0.20880690236020533
0.5968223204516798,2.745065761814529,-0.5210190741114311,0.6464946540486781,-1.3121063128384483,0.5519306363279486,-1.4332456090097185,-0.9100062876114577,-0.2010732132071244,0.18206647227594575,0.8391544089633615,-1.000072337831878,-0.33489824504648236,-0.6464946540486796,-1.0000763702761737,0.19760137123283955,-0.135917262713531
